Region,Codigo region,Comuna,Codigo comuna,Poblacion,Fecha,Casos confirmados
O’Higgins,06,Donihue,06105,22700,2020-08-28,479
O’Higgins,06,Graneros,06106,36504,2020-08-28,598
O’Higgins,06,La Estrella,06202,3114,2020-08-28,38
O’Higgins,06,Las Cabras,06107,26749,2020-08-28,368
O’Higgins,06,Litueche,06203,6765,2020-08-28,94
O’Higgins,06,Lolol,06304,7289,2020-08-28,67
O’Higgins,06,Machali,06108,59913,2020-08-28,1060
O’Higgins,06,Malloa,06109,14163,2020-08-28,165
O’Higgins,06,Marchihue,06204,7632,2020-08-28,30
O’Higgins,06,Mostazal,06110,27462,2020-08-28,313
O’Higgins,06,Nancagua,06305,19141,2020-08-28,128
O’Higgins,06,Navidad,06205,6904,2020-08-28,76
O’Higgins,06,Olivar,06111,14624,2020-08-28,265
O’Higgins,06,Palmilla,06306,13299,2020-08-28,115
O’Higgins,06,Paredones,06206,6349,2020-08-28,35
O’Higgins,06,Peralillo,06307,11848,2020-08-28,73
O’Higgins,06,Peumo,06112,14952,2020-08-28,142
O’Higgins,06,Pichidegua,06113,20743,2020-08-28,359
O’Higgins,06,Pichilemu,06201,17882,2020-08-28,60
O’Higgins,06,Placilla,06308,9164,2020-08-28,77
O’Higgins,06,Pumanque,06309,3531,2020-08-28,5
O’Higgins,06,Quinta de Tilcoco,06114,13877,2020-08-28,132
O’Higgins,06,Rancagua,06101,265211,2020-08-28,6555
O’Higgins,06,Rengo,06115,63710,2020-08-28,1240
O’Higgins,06,Requinoa,06116,30371,2020-08-28,457
O’Higgins,06,San Fernando,06301,78642,2020-08-28,732
O’Higgins,06,San Vicente,06117,50617,2020-08-28,740
O’Higgins,06,Santa Cruz,06310,41096,2020-08-28,364
O’Higgins,06,Desconocido O’Higgins,NA,NA,2020-08-28,42
Maule,07,Cauquenes,07201,44143,2020-08-28,429
Maule,07,Chanco,07202,9331,2020-08-28,63
Maule,07,Colbun,07402,22565,2020-08-28,273
Maule,07,Constitucion,07102,50348,2020-08-28,445
Maule,07,Curepto,07103,9426,2020-08-28,107
Maule,07,Curico,07301,163626,2020-08-28,2343
Maule,07,Empedrado,07104,4206,2020-08-28,36
Maule,07,Hualane,07302,10222,2020-08-28,117
Maule,07,Licanten,07303,6989,2020-08-28,26
Maule,07,Linares,07401,101073,2020-08-28,1065
Maule,07,Longavi,07403,32810,2020-08-28,343
Maule,07,Maule,07105,60000,2020-08-28,595
Maule,07,Molina,07304,49800,2020-08-28,376
Maule,07,Parral,07404,44544,2020-08-28,282
Maule,07,Pelarco,07106,9083,2020-08-28,141
Maule,07,Pelluhue,07203,8092,2020-08-28,97
Maule,07,Pencahue,07107,8601,2020-08-28,74
Maule,07,Rauco,07305,11248,2020-08-28,124
Maule,07,Retiro,07405,21071,2020-08-28,177
Maule,07,Rio Claro,07108,14753,2020-08-28,122
Maule,07,Romeral,07306,16170,2020-08-28,310
Maule,07,Sagrada Familia,07307,19469,2020-08-28,130
Maule,07,San Clemente,07109,46292,2020-08-28,653
Maule,07,San Javier,07406,49451,2020-08-28,554
Maule,07,San Rafael,07110,9959,2020-08-28,184
Maule,07,Talca,07101,236724,2020-08-28,2519
Maule,07,Teno,07308,30850,2020-08-28,349
Maule,07,Vichuquen,07309,4381,2020-08-28,6
Maule,07,Villa Alegre,07407,17512,2020-08-28,177
Maule,07,Yerbas Buenas,07408,19200,2020-08-28,177
Maule,07,Desconocido Maule,NA,NA,2020-08-28,7
Ñuble,16,Bulnes,16102,22607,2020-08-28,557
Ñuble,16,Chillan,16101,198624,2020-08-28,2357
Ñuble,16,Chillan Viejo,16103,33827,2020-08-28,382
Ñuble,16,Cobquecura,16202,5275,2020-08-28,20
Ñuble,16,Coelemu,16203,16845,2020-08-28,92
Ñuble,16,Coihueco,16302,28375,2020-08-28,268
Ñuble,16,El Carmen,16104,12334,2020-08-28,124
Ñuble,16,Ninhue,16204,5414,2020-08-28,55
Ñuble,16,Niquen,16303,11567,2020-08-28,137
Ñuble,16,Pemuco,16105,8639,2020-08-28,115
Ñuble,16,Pinto,16106,11880,2020-08-28,79
Ñuble,16,Portezuelo,16205,4940,2020-08-28,26
Ñuble,16,Quillon,16107,18777,2020-08-28,214
Ñuble,16,Quirihue,16201,12192,2020-08-28,121
Ñuble,16,Ranquil,16206,6261,2020-08-28,52
Ñuble,16,San Carlos,16301,56252,2020-08-28,575
Ñuble,16,San Fabian,16304,4654,2020-08-28,17
Ñuble,16,San Ignacio,16108,16624,2020-08-28,185
Ñuble,16,San Nicolas,16305,12172,2020-08-28,149
Ñuble,16,Treguaco,16207,5696,2020-08-28,26
Ñuble,16,Yungay,16109,18596,2020-08-28,152
Ñuble,16,Desconocido Nuble,NA,NA,2020-08-28,13
Biobío,08,Alto Biobio,08314,6775,2020-08-28,178
Biobío,08,Antuco,08302,4306,2020-08-28,65
Biobío,08,Arauco,08202,38679,2020-08-28,558
Biobío,08,Cabrero,08303,30725,2020-08-28,197
Biobío,08,Canete,08203,37003,2020-08-28,227
Biobío,08,Chiguayante,08103,91180,2020-08-28,1043
Biobío,08,Concepcion,08101,238092,2020-08-28,2879
Biobío,08,Contulmo,08204,6330,2020-08-28,56
Biobío,08,Coronel,08102,125829,2020-08-28,1959
Biobío,08,Curanilahue,08205,33892,2020-08-28,267
Biobío,08,Florida,08104,11841,2020-08-28,93
Biobío,08,Hualpen,08112,97273,2020-08-28,1290
Biobío,08,Hualqui,08105,26201,2020-08-28,382
Biobío,08,Laja,08304,23873,2020-08-28,197
Biobío,08,Lebu,08201,27100,2020-08-28,73
Biobío,08,Los Alamos,08206,22524,2020-08-28,198
Biobío,08,Los Angeles,08301,218515,2020-08-28,1449
Biobío,08,Lota,08106,45750,2020-08-28,614
Biobío,08,Mulchen,08305,31041,2020-08-28,198
Biobío,08,Nacimiento,08306,27944,2020-08-28,219
Biobío,08,Negrete,08307,10429,2020-08-28,178
Biobío,08,Penco,08107,49865,2020-08-28,905
Biobío,08,Quilaco,08308,4179,2020-08-28,28
Biobío,08,Quilleco,08309,10032,2020-08-28,86
Biobío,08,San Pedro de la Paz,08108,145906,2020-08-28,1390
Biobío,08,San Rosendo,08310,3611,2020-08-28,37
Biobío,08,Santa Barbara,08311,14592,2020-08-28,189
Biobío,08,Santa Juana,08109,14779,2020-08-28,123
Biobío,08,Talcahuano,08110,158345,2020-08-28,2156
Biobío,08,Tirua,08207,11019,2020-08-28,44
Biobío,08,Tome,08111,58729,2020-08-28,838
Biobío,08,Tucapel,08312,15205,2020-08-28,172
Biobío,08,Yumbel,08313,22132,2020-08-28,246
Biobío,08,Desconocido Biobio,NA,NA,2020-08-28,201
Araucanía,09,Angol,09201,56058,2020-08-28,580
Araucanía,09,Carahue,09102,25486,2020-08-28,149
Araucanía,09,Cholchol,09121,12341,2020-08-28,42
Araucanía,09,Collipulli,09202,26148,2020-08-28,224
Araucanía,09,Cunco,09103,18055,2020-08-28,126
Araucanía,09,Curacautin,09203,18178,2020-08-28,43
Araucanía,09,Curarrehue,09104,7802,2020-08-28,5
Araucanía,09,Ercilla,09204,8458,2020-08-28,91
Araucanía,09,Freire,09105,25446,2020-08-28,129
Araucanía,09,Galvarino,09106,12633,2020-08-28,134
Araucanía,09,Gorbea,09107,15148,2020-08-28,46
Araucanía,09,Lautaro,09108,40746,2020-08-28,216
Araucanía,09,Loncoche,09109,24739,2020-08-28,82
Araucanía,09,Lonquimay,09205,11049,2020-08-28,72
Araucanía,09,Los Sauces,09206,7517,2020-08-28,60
Araucanía,09,Lumaco,09207,10050,2020-08-28,44
Araucanía,09,Melipeuco,09110,6265,2020-08-28,19
Araucanía,09,Nueva Imperial,09111,33777,2020-08-28,159
Araucanía,09,Padre Las Casas,09112,82110,2020-08-28,261
Araucanía,09,Perquenco,09113,7223,2020-08-28,73
Araucanía,09,Pitrufquen,09114,26096,2020-08-28,115
Araucanía,09,Pucon,09115,29782,2020-08-28,94
Araucanía,09,Puren,09208,12188,2020-08-28,46
Araucanía,09,Renaico,09209,10833,2020-08-28,62
Araucanía,09,Saavedra,09116,12793,2020-08-28,98
Araucanía,09,Temuco,09101,302931,2020-08-28,1393
Araucanía,09,Teodoro Schmidt,09117,15786,2020-08-28,31
Araucanía,09,Tolten,09118,10055,2020-08-28,18
Araucanía,09,Traiguen,09210,19314,2020-08-28,64
Araucanía,09,Victoria,09211,35467,2020-08-28,253
Araucanía,09,Vilcun,09119,30766,2020-08-28,202
Araucanía,09,Villarrica,09120,59103,2020-08-28,110
Araucanía,09,Desconocido Araucania,NA,NA,2020-08-28,1
Los Ríos,14,Corral,14102,5447,2020-08-28,26
Los Ríos,14,Futrono,14202,15261,2020-08-28,62
Los Ríos,14,La Union,14201,39538,2020-08-28,108
Los Ríos,14,Lago Ranco,14203,10292,2020-08-28,8
Los Ríos,14,Lanco,14103,17652,2020-08-28,43
Los Ríos,14,Los Lagos,14104,20518,2020-08-28,64
Los Ríos,14,Mafil,14105,7389,2020-08-28,35
Los Ríos,14,Mariquina,14106,23250,2020-08-28,46
Los Ríos,14,Paillaco,14107,20798,2020-08-28,40
Los Ríos,14,Panguipulli,14108,35991,2020-08-28,70
Los Ríos,14,Rio Bueno,14204,32925,2020-08-28,74
Los Ríos,14,Valdivia,14101,176774,2020-08-28,559
Los Ríos,14,Desconocido Los Rios,NA,NA,2020-08-28,7
Los Lagos,10,Ancud,10202,42458,2020-08-28,113
Los Lagos,10,Calbuco,10102,36744,2020-08-28,325
Los Lagos,10,Castro,10201,47607,2020-08-28,32
Los Lagos,10,Chaiten,10401,5020,2020-08-28,15
Los Lagos,10,Chonchi,10203,16013,2020-08-28,1
Los Lagos,10,Cochamo,10103,4006,2020-08-28,23
Los Lagos,10,Curaco de Velez,10204,4066,2020-08-28,18
Los Lagos,10,Dalcahue,10205,15069,2020-08-28,8
Los Lagos,10,Fresia,10104,12656,2020-08-28,118
Los Lagos,10,Frutillar,10105,20223,2020-08-28,290
Los Lagos,10,Futaleufu,10402,2806,2020-08-28,1
Los Lagos,10,Hualaihue,10403,9525,2020-08-28,30
Los Lagos,10,Llanquihue,10107,18621,2020-08-28,225
Los Lagos,10,Los Muermos,10106,17817,2020-08-28,123
Los Lagos,10,Maullin,10108,14894,2020-08-28,200
Los Lagos,10,Osorno,10301,173410,2020-08-28,1195
Los Lagos,10,Palena,10404,1827,2020-08-28,0
Los Lagos,10,Puerto Montt,10101,269398,2020-08-28,3065
Los Lagos,10,Puerto Octay,10302,9192,2020-08-28,76
Los Lagos,10,Puerto Varas,10109,48620,2020-08-28,288
Los Lagos,10,Puqueldon,10206,4201,2020-08-28,0
Los Lagos,10,Purranque,10303,21080,2020-08-28,170
Los Lagos,10,Puyehue,10304,11787,2020-08-28,61
Los Lagos,10,Queilen,10207,5543,2020-08-28,0
Los Lagos,10,Quellon,10208,29309,2020-08-28,7
Los Lagos,10,Quemchi,10209,8783,2020-08-28,16
Los Lagos,10,Quinchao,10210,8298,2020-08-28,3
Los Lagos,10,Rio Negro,10305,14275,2020-08-28,82
Los Lagos,10,San Juan de la Costa,10306,7639,2020-08-28,63
Los Lagos,10,San Pablo,10307,10553,2020-08-28,33
Los Lagos,10,Desconocido Los Lagos,NA,NA,2020-08-28,70
Aysén,11,Aysen,11201,25002,2020-08-28,61
Aysén,11,Chile Chico,11401,5121,2020-08-28,1
Aysén,11,Cisnes,11202,5828,2020-08-28,0
Aysén,11,Cochrane,11301,3685,2020-08-28,0
Aysén,11,Coyhaique,11101,61210,2020-08-28,50
Aysén,11,Guaitecas,11203,1599,2020-08-28,1
Aysén,11,Lago Verde,11102,920,2020-08-28,0
Aysén,11,OHiggins,11302,661,2020-08-28,0
Aysén,11,Rio Ibanez,11402,2699,2020-08-28,0
Aysén,11,Tortel,11303,572,2020-08-28,0
Aysén,11,Desconocido Aysen,NA,NA,2020-08-28,1
Magallanes,12,Antartica,12202,137,2020-08-28,0
Magallanes,12,Cabo de Hornos,12201,1983,2020-08-28,24
Magallanes,12,Laguna Blanca,12102,264,2020-08-28,0
Magallanes,12,Natales,12401,23782,2020-08-28,74
Magallanes,12,Porvenir,12301,7323,2020-08-28,57
Magallanes,12,Primavera,12302,694,2020-08-28,6
Magallanes,12,Punta Arenas,12101,141984,2020-08-28,3098
Magallanes,12,Rio Verde,12103,211,2020-08-28,0
Magallanes,12,San Gregorio,12104,681,2020-08-28,2
Magallanes,12,Timaukel,12303,282,2020-08-28,0
Magallanes,12,Torres del Paine,12402,1021,2020-08-28,0
Magallanes,12,Desconocido Magallanes,NA,NA,2020-08-28,9
Arica y Parinacota,15,Arica,15101,247552,2020-08-31,6969
Arica y Parinacota,15,Camarones,15102,1233,2020-08-31,26
Arica y Parinacota,15,General Lagos,15202,810,2020-08-31,62
Arica y Parinacota,15,Putre,15201,2515,2020-08-31,51
Arica y Parinacota,15,Desconocido Arica y Parinacota,NA,NA,2020-08-31,23
Tarapacá,01,Alto Hospicio,01107,129999,2020-08-31,3280
Tarapacá,01,Camina,01402,1375,2020-08-31,59
Tarapacá,01,Colchane,01403,1583,2020-08-31,98
Tarapacá,01,Huara,01404,3000,2020-08-31,161
Tarapacá,01,Iquique,01101,223463,2020-08-31,6032
Tarapacá,01,Pica,01405,5958,2020-08-31,375
Tarapacá,01,Pozo Almonte,01401,17395,2020-08-31,930
Tarapacá,01,Desconocido Tarapaca,NA,NA,2020-08-31,448
Antofagasta,02,Antofagasta,02101,425725,2020-08-31,9797
Antofagasta,02,Calama,02201,190336,2020-08-31,7185
Antofagasta,02,Maria Elena,02302,6814,2020-08-31,341
Antofagasta,02,Mejillones,02102,14776,2020-08-31,550
Antofagasta,02,Ollague,02202,287,2020-08-31,24
Antofagasta,02,San Pedro de Atacama,02203,10434,2020-08-31,331
Antofagasta,02,Sierra Gorda,02103,1746,2020-08-31,79
Antofagasta,02,Taltal,02104,13657,2020-08-31,168
Antofagasta,02,Tocopilla,02301,28079,2020-08-31,332
Antofagasta,02,Desconocido Antofagasta,NA,NA,2020-08-31,277
Atacama,03,Alto del Carmen,03302,5729,2020-08-31,36
Atacama,03,Caldera,03102,19426,2020-08-31,262
Atacama,03,Chanaral,03201,13164,2020-08-31,106
Atacama,03,Copiapo,03101,171766,2020-08-31,3935
Atacama,03,Diego de Almagro,03202,14358,2020-08-31,156
Atacama,03,Freirina,03303,7681,2020-08-31,130
Atacama,03,Huasco,03304,11264,2020-08-31,76
Atacama,03,Tierra Amarilla,03103,14312,2020-08-31,328
Atacama,03,Vallenar,03301,57009,2020-08-31,695
Atacama,03,Desconocido Atacama,NA,NA,2020-08-31,36
Coquimbo,04,Andacollo,04103,11791,2020-08-31,93
Coquimbo,04,Canela,04202,9546,2020-08-31,72
Coquimbo,04,Combarbala,04302,13884,2020-08-31,69
Coquimbo,04,Coquimbo,04102,256735,2020-08-31,3998
Coquimbo,04,Illapel,04201,32801,2020-08-31,403
Coquimbo,04,La Higuera,04104,4450,2020-08-31,98
Coquimbo,04,La Serena,04101,249656,2020-08-31,3148
Coquimbo,04,Los Vilos,04203,23374,2020-08-31,227
Coquimbo,04,Monte Patria,04303,32527,2020-08-31,419
Coquimbo,04,Ovalle,04301,121269,2020-08-31,2064
Coquimbo,04,Paiguano,04105,4675,2020-08-31,17
Coquimbo,04,Punitaqui,04304,12165,2020-08-31,146
Coquimbo,04,Rio Hurtado,04305,4372,2020-08-31,41
Coquimbo,04,Salamanca,04204,29110,2020-08-31,192
Coquimbo,04,Vicuna,04106,29741,2020-08-31,202
Coquimbo,04,Desconocido Coquimbo,NA,NA,2020-08-31,139
Valparaíso,05,Algarrobo,05602,15174,2020-08-31,136
Valparaíso,05,Cabildo,05402,20663,2020-08-31,387
Valparaíso,05,Calera,05502,53591,2020-08-31,1182
Valparaíso,05,Calle Larga,05302,16482,2020-08-31,301
Valparaíso,05,Cartagena,05603,25357,2020-08-31,230
Valparaíso,05,Casablanca,05102,29170,2020-08-31,439
Valparaíso,05,Catemu,05702,15213,2020-08-31,237
Valparaíso,05,Concon,05103,45889,2020-08-31,623
Valparaíso,05,El Quisco,05604,17742,2020-08-31,217
Valparaíso,05,El Tabo,05605,14338,2020-08-31,260
Valparaíso,05,Hijuelas,05503,19099,2020-08-31,299
Valparaíso,05,Isla de Pascua,05201,8277,2020-08-31,5
Valparaíso,05,Juan Fernandez,05104,1033,2020-08-31,0
Valparaíso,05,La Cruz,05504,25321,2020-08-31,310
Valparaíso,05,La Ligua,05401,37739,2020-08-31,705
Valparaíso,05,Limache,05802,49931,2020-08-31,1070
Valparaíso,05,Llaillay,05703,26533,2020-08-31,441
Valparaíso,05,Los Andes,05301,68093,2020-08-31,1109
Valparaíso,05,Nogales,05506,23490,2020-08-31,378
Valparaíso,05,Olmue,05803,19266,2020-08-31,283
Valparaíso,05,Panquehue,05704,7633,2020-08-31,122
Valparaíso,05,Papudo,05403,6201,2020-08-31,119
Valparaíso,05,Petorca,05404,10558,2020-08-31,152
Valparaíso,05,Puchuncavi,05105,20071,2020-08-31,202
Valparaíso,05,Putaendo,05705,17645,2020-08-31,252
Valparaíso,05,Quillota,05501,97572,2020-08-31,2133
Valparaíso,05,Quilpue,05801,167085,2020-08-31,2102
Valparaíso,05,Quintero,05107,36135,2020-08-31,484
Valparaíso,05,Rinconada,05303,11263,2020-08-31,176
Valparaíso,05,San Antonio,05601,96761,2020-08-31,1577
Valparaíso,05,San Esteban,05304,20643,2020-08-31,259
Valparaíso,05,San Felipe,05701,83494,2020-08-31,1352
Valparaíso,05,Santa Maria,05706,16367,2020-08-31,290
Valparaíso,05,Santo Domingo,05606,11934,2020-08-31,173
Valparaíso,05,Valparaiso,05101,315732,2020-08-31,5666
Valparaíso,05,Villa Alemana,05804,139310,2020-08-31,2063
Valparaíso,05,Vina del Mar,05109,361371,2020-08-31,5373
Valparaíso,05,Zapallar,05405,7994,2020-08-31,108
Valparaíso,05,Desconocido Valparaiso,NA,NA,2020-08-31,422
Metropolitana,13,Alhue,13502,7405,2020-08-31,299
Metropolitana,13,Buin,13402,109641,2020-08-31,2649
Metropolitana,13,Calera de Tango,13403,28525,2020-08-31,621
Metropolitana,13,Cerrillos,13102,88956,2020-08-31,3193
Metropolitana,13,Cerro Navia,13103,142465,2020-08-31,6947
Metropolitana,13,Colina,13301,180353,2020-08-31,4809
Metropolitana,13,Conchali,13104,139195,2020-08-31,6491
Metropolitana,13,Curacavi,13503,36430,2020-08-31,1003
Metropolitana,13,El Bosque,13105,172000,2020-08-31,6743
Metropolitana,13,El Monte,13602,40014,2020-08-31,1268
Metropolitana,13,Estacion Central,13106,206792,2020-08-31,6466
Metropolitana,13,Huechuraba,13107,112528,2020-08-31,4038
Metropolitana,13,Independencia,13108,142065,2020-08-31,6756
Metropolitana,13,Isla de Maipo,13603,40171,2020-08-31,1229
Metropolitana,13,La Cisterna,13109,100434,2020-08-31,3398
Metropolitana,13,La Florida,13110,402433,2020-08-31,14186
Metropolitana,13,La Granja,13111,122557,2020-08-31,7220
Metropolitana,13,La Pintana,13112,189335,2020-08-31,10759
Metropolitana,13,La Reina,13113,100252,2020-08-31,2379
Metropolitana,13,Lampa,13302,126898,2020-08-31,3722
Metropolitana,13,Las Condes,13114,330759,2020-08-31,6167
Metropolitana,13,Lo Barnechea,13115,124076,2020-08-31,3536
Metropolitana,13,Lo Espejo,13116,103865,2020-08-31,4483
Metropolitana,13,Lo Prado,13117,104403,2020-08-31,5195
Metropolitana,13,Macul,13118,134635,2020-08-31,5166
Metropolitana,13,Maipu,13119,578605,2020-08-31,15399
Metropolitana,13,Maria Pinto,13504,14926,2020-08-31,413
Metropolitana,13,Melipilla,13501,141612,2020-08-31,4077
Metropolitana,13,Nunoa,13120,250192,2020-08-31,5733
Metropolitana,13,Padre Hurtado,13604,74188,2020-08-31,2258
Metropolitana,13,Paine,13404,82766,2020-08-31,2052
Metropolitana,13,Pedro Aguirre Cerda,13121,107803,2020-08-31,4502
Metropolitana,13,Penaflor,13605,101058,2020-08-31,3086
Metropolitana,13,Penalolen,13122,266798,2020-08-31,12170
Metropolitana,13,Pirque,13202,30433,2020-08-31,1156
Metropolitana,13,Providencia,13123,157749,2020-08-31,3378
Metropolitana,13,Pudahuel,13124,253139,2020-08-31,10346
Metropolitana,13,Puente Alto,13201,645909,2020-08-31,24324
Metropolitana,13,Quilicura,13125,254694,2020-08-31,9504
Metropolitana,13,Quinta Normal,13126,136368,2020-08-31,6376
Metropolitana,13,Recoleta,13127,190075,2020-08-31,8805
Metropolitana,13,Renca,13128,160847,2020-08-31,9196
Metropolitana,13,San Bernardo,13401,334836,2020-08-31,11682
Metropolitana,13,San Joaquin,13129,103485,2020-08-31,5208
Metropolitana,13,San Jose de Maipo,13203,18644,2020-08-31,696
Metropolitana,13,San Miguel,13130,133059,2020-08-31,5497
Metropolitana,13,San Pedro,13505,11953,2020-08-31,251
Metropolitana,13,San Ramon,13131,86510,2020-08-31,4636
Metropolitana,13,Santiago,13101,503147,2020-08-31,15398
Metropolitana,13,Talagante,13601,81838,2020-08-31,1817
Metropolitana,13,Tiltil,13303,21477,2020-08-31,608
Metropolitana,13,Vitacura,13132,96774,2020-08-31,1618
Metropolitana,13,Desconocido Metropolitana,NA,NA,2020-08-31,15324
O’Higgins,06,Chepica,06302,15925,2020-08-31,202
O’Higgins,06,Chimbarongo,06303,37696,2020-08-31,236
O’Higgins,06,Codegua,06102,14096,2020-08-31,288
O’Higgins,06,Coinco,06103,7831,2020-08-31,142
O’Higgins,06,Coltauco,06104,21263,2020-08-31,372
O’Higgins,06,Donihue,06105,22700,2020-08-31,489
O’Higgins,06,Graneros,06106,36504,2020-08-31,606
O’Higgins,06,La Estrella,06202,3114,2020-08-31,39
O’Higgins,06,Las Cabras,06107,26749,2020-08-31,389
O’Higgins,06,Litueche,06203,6765,2020-08-31,94
O’Higgins,06,Lolol,06304,7289,2020-08-31,68
O’Higgins,06,Machali,06108,59913,2020-08-31,1078
O’Higgins,06,Malloa,06109,14163,2020-08-31,166
O’Higgins,06,Marchihue,06204,7632,2020-08-31,32
O’Higgins,06,Mostazal,06110,27462,2020-08-31,316
O’Higgins,06,Nancagua,06305,19141,2020-08-31,139
O’Higgins,06,Navidad,06205,6904,2020-08-31,76
O’Higgins,06,Olivar,06111,14624,2020-08-31,267
O’Higgins,06,Palmilla,06306,13299,2020-08-31,130
O’Higgins,06,Paredones,06206,6349,2020-08-31,35
O’Higgins,06,Peralillo,06307,11848,2020-08-31,75
O’Higgins,06,Peumo,06112,14952,2020-08-31,152
O’Higgins,06,Pichidegua,06113,20743,2020-08-31,373
O’Higgins,06,Pichilemu,06201,17882,2020-08-31,61
O’Higgins,06,Placilla,06308,9164,2020-08-31,77
O’Higgins,06,Pumanque,06309,3531,2020-08-31,6
O’Higgins,06,Quinta de Tilcoco,06114,13877,2020-08-31,134
O’Higgins,06,Rancagua,06101,265211,2020-08-31,6638
O’Higgins,06,Rengo,06115,63710,2020-08-31,1251
O’Higgins,06,Requinoa,06116,30371,2020-08-31,466
O’Higgins,06,San Fernando,06301,78642,2020-08-31,761
O’Higgins,06,San Vicente,06117,50617,2020-08-31,769
O’Higgins,06,Santa Cruz,06310,41096,2020-08-31,383
O’Higgins,06,Desconocido O’Higgins,NA,NA,2020-08-31,45
Maule,07,Cauquenes,07201,44143,2020-08-31,432
Maule,07,Chanco,07202,9331,2020-08-31,64
Maule,07,Colbun,07402,22565,2020-08-31,277
Maule,07,Constitucion,07102,50348,2020-08-31,453
Maule,07,Curepto,07103,9426,2020-08-31,120
Maule,07,Curico,07301,163626,2020-08-31,2380
Maule,07,Empedrado,07104,4206,2020-08-31,37
Maule,07,Hualane,07302,10222,2020-08-31,118
Maule,07,Licanten,07303,6989,2020-08-31,28
Maule,07,Linares,07401,101073,2020-08-31,1108
Maule,07,Longavi,07403,32810,2020-08-31,360
Maule,07,Maule,07105,60000,2020-08-31,603
Maule,07,Molina,07304,49800,2020-08-31,394
Maule,07,Parral,07404,44544,2020-08-31,288
Maule,07,Pelarco,07106,9083,2020-08-31,143
Maule,07,Pelluhue,07203,8092,2020-08-31,98
Maule,07,Pencahue,07107,8601,2020-08-31,83
Maule,07,Rauco,07305,11248,2020-08-31,125
Maule,07,Retiro,07405,21071,2020-08-31,182
Maule,07,Rio Claro,07108,14753,2020-08-31,126
Maule,07,Romeral,07306,16170,2020-08-31,310
Maule,07,Sagrada Familia,07307,19469,2020-08-31,135
Maule,07,San Clemente,07109,46292,2020-08-31,665
Maule,07,San Javier,07406,49451,2020-08-31,566
Maule,07,San Rafael,07110,9959,2020-08-31,187
Maule,07,Talca,07101,236724,2020-08-31,2582
Maule,07,Teno,07308,30850,2020-08-31,356
Maule,07,Vichuquen,07309,4381,2020-08-31,6
Maule,07,Villa Alegre,07407,17512,2020-08-31,183
Maule,07,Yerbas Buenas,07408,19200,2020-08-31,180
Maule,07,Desconocido Maule,NA,NA,2020-08-31,6
Ñuble,16,Bulnes,16102,22607,2020-08-31,580
Ñuble,16,Chillan,16101,198624,2020-08-31,2509
Ñuble,16,Chillan Viejo,16103,33827,2020-08-31,418
Ñuble,16,Cobquecura,16202,5275,2020-08-31,20
Ñuble,16,Coelemu,16203,16845,2020-08-31,97
Ñuble,16,Coihueco,16302,28375,2020-08-31,279
Ñuble,16,El Carmen,16104,12334,2020-08-31,136
Ñuble,16,Ninhue,16204,5414,2020-08-31,55
Ñuble,16,Niquen,16303,11567,2020-08-31,141
Ñuble,16,Pemuco,16105,8639,2020-08-31,119
